t,u,y,uv,yv
0.53,1,1.299632004010716,2.5,2.152383804493064
0.54,1,0.10270314120083424,2.5,0.9652817345690503
0.55,1,0.7532621191329633,2.5,1.6255851117547242
0.56,1,-0.4130605767747259,2.5,0.46892796463235414
0.57,1,0.5358113236649011,2.5,1.4273899375957202
0.58,1,0.13252472391610587,2.5,1.033621147433978
0.59,1,0.9670106067737643,2.5,1.8775556370747322
0.6,1,1.064502318123966,2.5,1.984429666666696
0.61,1,0.9108353362124133,2.5,1.8400814898201954
0.62,1,1.1357642930820198,2.5,2.074268381683521
0.63,1,0.08626954717918722,2.5,1.0339732178707632
0.64,1,0.6689663332203535,2.5,1.6258136303476094
0.65,1,-0.3212223527538451,2.5,0.6447148982171629
0.66,1,0.9241581396538622,2.5,1.8991338462099794
0.67,1,0.3944481104810735,2.5,1.3784128451645674
0.68,1,1.395580920148803,2.5,2.388487227718779
0.69,1,0.9921103429303648,2.5,1.9939126464906058
0.7,1,0.9631437304404842,2.5,1.9737982420538502
0.71,1,0.7577157216325013,2.5,1.7771803572074942
0.72,1,-0.03749494610276688,2.5,0.9907393521425379
0.73,1,0.5655218983601827,2.5,1.6024869436127305
0.74,1,-0.10902349310462728,2.5,0.9366348556366848
0.75,1,1.2268377040181437,2.5,2.281153314902839
0.76,1,0.5951038090375602,2.5,1.6580419762659473
0.77,1,1.6977479208979085,2.5,2.7692752107729905
0.78,1,0.8754796035875893,2.5,1.9555637941041615
0.79,1,1.0267568886584275,2.5,2.1153669119793457
0.8,1,0.5336687571147543,2.5,1.6307746447964533
0.81,1,0.1993223617474636,2.5,1.3048951925831875
0.82,1,0.7203959620192764,2.5,1.8344078123750163
0.83,1,0.29541327642622156,2.5,1.4178371729501136
0.84,1,1.5572521058453643,2.5,2.6880619804371793
0.85,1,0.8238309487811752,2.5,1.9630015957138152
0.86,1,1.7514852502695115,2.5,2.8989922853596775
0.87,1,0.6623696485476737,2.5,1.8181894702777146
0.88,1,1.0259119532683605,2.5,2.1900217057661204
0.89,1,0.3114904078497812,2.5,1.4838679456375332
0.9,1,0.4221189896015805,2.5,1.6027428440295965
0.91,1,0.801752329921056,2.5,1.9906016772051482
0.92,1,0.7157575345578939,2.5,1.9128121653444228
0.93,1,1.715312912632101,2.5,2.920553203017311
0.94,1,0.8910269211541297,2.5,2.1044338050883518
0.95,1,1.6561196464356347,2.5,2.8776745894461406
0.96,1,0.31895905568218713,2.5,1.5486440298517092
0.97,1,0.8640368612717335,2.5,2.1018343214125643
0.98,1,0.08064980905233637,2.5,1.3265426700188965
0.99,1,0.6729995076952272,2.5,1.9269711227807154
1.0,1,0.8787947010179165,2.5,2.1408288413831227
1.01,1,1.1141972070275674,2.5,2.3842780421126655
1.02,1,1.7045586685243739,2.5,2.9826707473965595
1.03,1,0.906814968011953,2.5,2.192943201604263
1.04,1,1.4563745074886283,2.5,2.7505041516873767
1.05,1,0.12422833831448882,2.5,1.4263449778546817
1.06,1,0.8803802610435064,2.5,2.1904697941736764
1.07,1,0.10965870241844822,2.5,1.4277073262980724
1.08,1,1.1123490231536968,2.5,2.4383432199482518
1.09,1,1.0311979586223439,2.5,2.3651244822626367
1.1,1,1.4252114737735184,2.5,2.7670573373474268
1.11,1,1.5583616538726934,2.5,2.9081141176192995
1.12,1,0.8257163890300769,2.5,2.183362948907193
1.13,1,1.1592245094211153,2.5,2.5247528862189488
1.14,1,0.03718393893057287,2.5,1.41058206790531
1.15,1,1.0364259396921716,2.5,2.4176819606947015
1.16,1,0.30040048542584546,2.5,1.6895027335019555
1.17,1,1.5016342619231537,2.5,2.8985712583626055
1.18,1,1.1343231289002236,2.5,2.5390835727133236
1.19,1,1.6534679330930362,2.5,3.0660406928941963
1.2,1,1.332725839077117,2.5,2.753099945356007
1.21,1,0.84403138250393,2.5,2.2721960202657203
1.22,1,0.9701388427138693,2.5,2.4060833444707894
1.23,1,0.14489503620312477,2.5,1.5886088753007148
1.24,1,1.212628896546343,2.5,2.6641016808082627
1.25,1,0.5663250084548445,2.5,2.0255464741311346
1.26,1,1.8752393095818563,2.5,3.3421993155860164
1.27,1,1.1755539621890336,2.5,2.6502424846102337
1.28,1,1.7712214041309435,2.5,3.253628531008134
1.29,1,0.9723230526845159,2.5,2.462438979029956
1.3,1,0.7710764589620399,2.5,2.26889148202233
1.31,1,0.7300902181306315,2.5,2.2355947328738517
1.32,1,0.35259899298674496,2.5,1.865783487804965
1.33,1,1.360704659764656,2.5,2.8815597123814363
1.34,1,0.8228917677104419,2.5,2.3514080412836016
1.35,1,2.0300792746189176,2.5,3.5662475140292074
1.36,1,1.009709933841047,2.5,2.5535209621578474
1.37,1,1.6429175969691217,2.5,3.1943623120846416
1.38,1,0.6058284654992698,2.5,2.1648978369233203
1.39,1,0.7871092864770385,2.5,2.3537943522846088
1.4,1,0.6220008773120467,2.5,2.196292741236387
1.41,1,0.7206640973040916,2.5,2.3025539259684016
1.42,1,1.5482006953650973,2.5,3.137679715646127
1.43,1,1.1633067537986903,2.5,2.7603662503160002
1.44,1,2.112043585672783,2.5,3.716674898397653
1.45,1,0.9514427304004611,2.5,2.5636372523786513
1.46,1,1.5490696409074123,2.5,3.1688188160904924
1.47,1,0.3607936527702624,2.5,1.9880889739501524
1.48,1,0.9737928306485784,2.5,2.6086258374904787
1.49,1,0.6820201956952121,2.5,2.3243824728641425
1.5,1,1.1825501824459979,2.5,2.8324333578225978
1.51,1,1.7212360718959627,2.5,3.3786318148770826
1.52,1,1.428034909202562,2.5,3.092934929082802
1.53,1,2.0188312757708005,2.5,3.691227320201021
1.54,1,0.8336547790074796,2.5,2.5135386325265694
1.55,1,1.4376938335503224,2.5,3.1250573161868522
1.56,1,0.2733637785375411,2.5,1.968198744477821
1.57,1,1.247786377143697,2.5,2.9500847134631574
1.58,1,0.857708943323301,2.5,2.567462568778131
1.59,1,1.6774150801627534,2.5,3.394615944038953
1.6,1,1.7277773753052936,2.5,3.452417456322314
1.61,1,1.5312326920026191,2.5,3.263303997269109
1.62,1,1.6750632943288766,2.5,3.414557858347907
1.63,1,0.5943333060464755,2.5,2.3412431897679857
1.64,1,1.2184509600005198,2.5,2.9727682499186696
1.65,1,0.22425984764328127,2.5,1.9859766549366014
1.66,1,1.4211156316339306,2.5,3.1902240913461606
1.67,1,0.9601900148596666,2.5,2.7366822851194366
1.68,1,1.9495037671708062,2.5,3.733372028448216
1.69,1,1.5765380293217934,2.5,3.367774483720124
1.7,1,1.5388674071560393,2.5,3.3374642777370593
1.71,1,1.3452817682045997,2.5,3.1512312983456394
1.72,1,0.5962960176306353,2.5,2.409590470412075
1.73,1,1.140571834185306,2.5,2.961203491807026
1.74,1,0.392847320277968,2.5,2.220808483503218
1.75,1,1.6841829785144509,2.5,3.519465966140031
1.76,1,1.0663565733300622,2.5,2.9089537216814225
1.77,1,2.1102656620860745,2.5,3.9601693245361846
1.78,1,1.305044562628906,2.5,3.1622471091397664
1.79,1,1.4392976036663503,2.5,3.3037914203520504
1.8,1,0.9573493153354082,2.5,2.8291268040457185
1.81,1,0.6043485727423105,2.5,2.4834021506658006
1.82,1,1.0959283317185469,2.5,2.982250431004327
1.83,1,0.6819705963967064,2.5,2.5755536637938463
1.84,1,1.9125714384078942,2.5,3.813407934921804
1.85,1,1.1538090578711249,2.5,3.0618914584358947
1.86,1,2.116964132422677,2.5,4.032284925588797
1.87,1,0.9467595270047585,2.5,2.8693112146413386
1.88,1,1.2814657714573716,2.5,3.2112408684683116
1.89,1,0.6011133148062635,2.5,2.5381043488595636
1.9,1,0.71652769046121,2.5,2.66072720173089
1.91,1,1.1073811488992304,2.5,3.0587816898192104
1.92,1,1.0138799629785613,2.5,2.9724740980079813
1.93,1,1.9973030139068217,2.5,3.9630833193061923
1.94,1,1.224371653596752,2.5,3.1973307172144323
1.95,1,1.998501913531986,2.5,3.9786323346005563
1.96,1,0.6513897645182689,2.5,2.6386841534602388
1.97,1,1.1957940983834798,2.5,3.19024507662594
1.98,1,0.37884131327802306,2.5,2.3804415130757928
1.99,1,0.9982718080071751,2.5,3.007013872274085
2.0,1,1.179100228800095,2.5,3.194976810947915
2.01,1,1.3992328767611752,2.5,3.4222366405459352
2.02,1,2.0086564967315894,2.5,4.03878011610688
2.03,1,1.2116897147614472,2.5,3.2489258737383473
2.04,1,1.7538157916834818,2.5,3.798157184196872
2.05,1,0.42111521967277865,2.5,2.4725545494536787
2.06,1,1.2152628541136643,2.5,3.273792834567294
2.07,1,0.3968595449246031,2.5,2.462472899013933
2.08,1,1.3869799112672103,2.5,3.4596693714017404
2.09,1,1.3114771977887325,2.5,3.3912355057182126
2.1,1,1.7091981546937127,2.5,3.796018061406613
2.11,1,1.8242080527733397,2.5,3.9180823183998097
2.12,1,1.1212979949886612,2.5,3.222219388707741
2.13,1,1.4868414762561264,2.5,3.594802776207116
2.14,1,0.38023181204878037,2.5,2.4952258052464606
2.15,1,1.3073399525680134,2.5,3.429359434821503
2.16,1,0.6054247702435456,2.5,2.734462546078836
2.17,1,1.8900433420114786,2.5,4.026092224597148
2.18,1,1.5034006870097327,2.5,3.646453498086003
2.19,1,2.009615263863056,2.5,4.159664833673796
2.2,1,1.676577473252019,2.5,3.8336166404797294
2.21,1,1.1741502337756706,2.5,3.3381718454791707
2.22,1,1.2818644598883373,2.5,3.452861371443067
2.23,1,0.4682765800248558,2.5,2.646241655065746
2.24,1,1.503428185129896,2.5,3.6883542954965964
2.25,1,0.8906885958677131,2.5,3.082568621552073
2.26,1,2.2167501342692724,2.5,4.415576963365012
2.27,1,1.481177068937983,2.5,3.6869435975923732
2.28,1,2.095052508283942,2.5,4.307751640651532
2.29,1,1.352900257780751,2.5,3.5725249059788915
2.3,1,1.1574829007493115,2.5,3.3840259848154814
2.31,1,1.130693955342494,2.5,3.3641484031933437
2.32,1,0.7623732278422763,2.5,3.0027319752342363
2.33,1,1.7646081330024237,2.5,4.011864123493893
2.34,1,1.2197434955915532,2.5,3.4738896805065433
2.35,1,2.4581378121482267,2.5,4.719167150541387
2.36,1,1.4438011273014233,2.5,3.7117065859244027
2.37,1,2.055029914653187,2.5,4.329804467922267
2.38,1,1.007542101201958,2.5,3.289178731166888
2.39,1,1.2164426422773624,2.5,3.5049343385913123
2.4,1,1.01416439397018,2.5,3.3095041538608405
2.41,1,1.0911760169941989,2.5,3.393356845235879
2.42,1,1.881600028691286,2.5,4.190614937578066
2.43,1,1.5117601619932803,2.5,3.82760217131297
2.44,1,2.461575862981336,2.5,4.784237999990536
2.45,1,1.280985728310061,2.5,3.6104610277098708
2.46,1,1.8630371809943114,2.5,4.199318684907031
2.47,1,0.6416851126016779,2.5,2.9847658705481677
2.48,1,1.2232567160221552,2.5,3.573129784899995
2.49,1,0.9701006752325316,2.5,3.326759119294872
2.5,1,1.4711563263123135,2.5,3.834593217147404
2.51,1,1.9682170830479286,2.5,4.338425499559269
2.52,1,1.6876321789789654,2.5,4.064605207366085
2.53,1,2.275880361223802,2.5,4.659611094963622
2.54,1,1.0825316883228386,2.5,3.4730132281515784
2.55,1,1.7210346441085653,2.5,4.118260098004195
2.56,1,0.5553803939586401,2.5,2.9593428771238
2.57,1,1.5231150221088807,2.5,3.9338076569543112
2.58,1,1.1249477530308298,2.5,3.5423636691592697
2.59,1,1.932382870781589,2.5,4.356515204972079
2.6,1,2.0394416513926656,2.5,4.470283547585256
2.61,1,1.873221187758969,2.5,4.310765797039869
2.62,1,2.0417394463164613,2.5,4.485979926903531
2.63,1,0.9632745729729912,2.5,3.4142040902016317
2.64,1,1.6181134185900472,2.5,4.075725144899347
2.65,1,0.630580671450111,2.5,3.0948677863694214
2.66,1,1.7967891469907955,2.5,4.267744837126576
2.67,1,1.2819701976037774,2.5,3.759587656626687
2.68,1,2.304671883144907,2.5,4.788944311777277
2.69,1,1.937791910154023,2.5,4.428712516157513
2.7,1,1.8873440083297064,2.5,4.384906006493266
2.71,1,1.6950758081436177,2.5,4.199272420271678
2.72,1,0.88649931354652,2.5,3.3973237684474293
2.73,1,1.4917456438355448,2.5,4.009191177310185
2.74,1,0.7938524658559172,2.5,3.3179123206866077
2.75,1,2.10387575391619,2.5,4.634543179855709
2.76,1,1.4811316892413335,2.5,4.018399943002214
2.77,1,2.5562459637842556,2.5,5.100108309028206
2.78,1,1.7392366099314402,2.5,4.2896863172589805
2.79,1,1.883885725114785,2.5,4.440916072054995
2.8,1,1.3784114557902551,2.5,3.942015726790755
2.81,1,1.03466499327909,2.5,3.6048364796961403
2.82,1,1.6079891723159458,2.5,4.184721172404696
2.83,1,1.2382056015461096,2.5,3.8214914204509203
2.84,1,2.468436436148513,2.5,5.058269385893572
2.85,1,1.7090880221894145,2.5,4.305461421669304
2.86,1,2.637086443751685,2.5,5.239993618722195
2.87,1,1.5018103014300654,2.5,4.111244584499035
2.88,1,1.8679771013143767,2.5,4.483931831932708
2.89,1,1.140960264338969,2.5,3.7634287887917295
2.9,1,1.2672894683224138,2.5,3.8962651397200334
2.91,1,1.6765954402844925,2.5,4.312071618554032
2.92,1,1.6098112306938537,2.5,4.251781282570423
2.93,1,2.626717222729601,2.5,5.2751745217478305
2.94,1,1.8297620648611996,2.5,4.48469999134679
2.95,1,2.607876088266687,2.5,5.2692880293280275
2.96,1,1.2706021190140804,2.5,3.9384814685340195
2.97,1,1.8188044048989023,2.5,4.493144563526492
2.98,1,1.009553403233419,2.5,3.690347778375779
2.99,1,1.6016025053267076,2.5,4.288844511140988
3.0,1,1.7936716217101059,2.5,4.487354679095436
3.01,1,1.9733763270665674,2.5,4.673493863656128
3.02,1,2.562240843176876,2.5,5.268786293330025
3.03,1,1.7615832337259625,2.5,4.474550038520393
3.04,1,2.339749041402966,2.5,5.059130648626915
3.05,1,1.05713217374651,2.5,3.7829220378910597
3.06,1,1.860346661069612,2.5,4.592538243321022
3.07,1,1.0255403241843215,2.5,3.7641270924163512
3.08,1,2.0377910741133825,2.5,4.782766502879773
3.09,1,1.9186112157261923,2.5,4.6699687862531025
3.1,1,2.3069507707630796,2.5,5.0646839709415605
3.11,1,2.439897333868597,2.5,5.2039996582472074
3.12,1,1.7310432454994322,2.5,4.501508195276763
3.13,1,2.077202381741773,2.5,4.854023464759094
3.14,1,0.9441110229125187,2.5,3.7272817536464284
3.15,1,1.8937170793139833,2.5,4.683230978869103
3.16,1,1.1698217999780443,2.5,3.965672396079755
3.17,1,2.416047492435508,2.5,5.218228319422698
3.18,1,2.0072353780400882,2.5,4.815739976857947
3.19,1,2.5243532124243893,2.5,5.339175130617219
3.2,1,2.1390830424620355,2.5,4.960215834166076
3.21,1,1.6487304793586754,2.5,4.476167705295035
3.22,1,1.7797221436422084,2.5,4.613457371109709
3.23,1,0.9967060937184564,2.5,3.836732896586577
3.24,1,2.034796902373695,2.5,4.8811088610755355
3.25,1,1.3558761632316216,2.5,4.208466864756842
3.26,1,2.696805594832749,2.5,5.555668632720609
3.27,1,1.9775609596246286,2.5,4.842689933956989
3.28,1,2.5945006500814327,2.5,5.465889167475773
3.29,1,1.8353630036593094,2.5,4.7130046772618295
3.3,1,1.6137730311930103,2.5,4.49766148067168
3.31,1,1.5547363833698449,2.5,4.444865234907505
3.32,1,1.1884140327515091,2.5,4.084776919039009
3.33,1,2.2064734086762514,2.5,5.1090639689055815
3.34,1,1.6932084793305895,2.5,4.602020359188019
3.35,1,2.9047929768701066,2.5,5.819819828529376
3.36,1,1.906487057474536,2.5,4.8277225395900265
3.37,1,2.505553584618323,2.5,5.432991362318283
3.38,1,1.4653441218786998,2.5,4.398977866758459
3.39,1,1.6395863808955962,2.5,4.579409771010786
3.4,1,1.4499813166861877,2.5,4.395988036545997
3.41,1,1.5122638287692167,2.5,4.464447569329677
3.42,1,2.3522868760093107,2.5,5.31064133466655
3.43,1,1.9461598834156584,2.5,4.910678763999198
3.44,1,2.8860386379066063,2.5,5.856715650672686
3.45,1,1.7104912798238336,2.5,4.687320141448714
3.46,1,2.3182015928609045,2.5,5.301176026434194
3.47,1,1.1153053324766844,2.5,4.104419067494703
3.48,1,1.696063773120319,2.5,4.691310545479429
3.49,1,1.3985121904635918,2.5,4.399885742453592
3.5,1,1.896733232661344,2.5,4.9042273129588345
3.51,1,2.416434598999464,2.5,5.430042962661234
3.52,1,2.0942537595946042,2.5,5.113970168051045
3.53,1,2.6874467624972174,2.5,5.713264983545737
3.54,1,1.4650485819151777,2.5,4.496962389713619
3.55,1,2.0210338095116662,2.5,5.059036984571747
3.56,1,0.8533057805729204,2.5,3.89739210975365
3.57,1,1.826751521967291,2.5,4.876914798468471
3.58,1,1.4538571721786706,2.5,4.510091195534321
3.59,1,2.2922634679143186,2.5,5.354562043986179
3.6,1,2.386415306345911,2.5,5.454772247316921
3.61,1,2.190732255768903,2.5,5.265141380136684
3.62,1,2.399043871521953,2.5,5.479499004092313
3.63,1,1.3170620824742036,2.5,4.403557054354653
3.64,1,1.9305093496176067,2.5,5.023037998210897
3.65,1,0.9390952852557849,2.5,4.037651454253395
3.66,1,2.135273869389304,2.5,5.239851408765035
3.67,1,1.6193678368593616,2.5,4.729960602862842
3.68,1,2.60115273511338,2.5,5.71775459026365
3.69,1,2.271860478144,2.5,5.394465291223041
3.7,1,2.2152740114559637,2.5,5.343875657502314
3.71,1,2.0179976496079717,2.5,5.1525900099102815
3.72,1,1.2441708304568906,2.5,4.38474779254753
3.73,1,1.8278935251768538,2.5,4.974448982825473
3.74,1,1.1053665488550062,2.5,4.257894402062207
3.75,1,2.434559350231968,2.5,5.593053505222848
3.76,1,1.825671694049375,2.5,4.990126063267195
3.77,1,2.8285462659861507,2.5,5.99895476808595
3.78,1,2.0276226927785825,2.5,5.203979252620803
3.79,1,2.16563019717524,2.5,5.347928745819409
3.8,1,1.6490903133109402,2.5,4.83732478800928
3.81,1,1.2630121007595194,2.5,4.457176444950629
3.82,1,1.8276668125012316,2.5,5.027754975803761
3.83,1,1.4222318838529628,2.5,4.628237822059282
3.84,1,2.6904826439176164,2.5,5.902400318987487
3.85,1,1.953837460299474,2.5,5.171660840353734
3.86,1,2.9281183034221696,2.5,6.15184136273646
3.87,1,1.7788659009134324,2.5,5.008482619911892
3.88,1,2.113080690050762,2.5,5.348585055299711
3.89,1,1.4088641822746544,2.5,4.650250186476354
3.9,1,1.5535615507872853,2.5,4.800823192773626
3.91,1,1.9610155228762698,2.5,5.214146807602539
3.92,1,1.8672215218476484,2.5,5.126216460386249
3.93,1,2.879233442962796,2.5,6.144086052496986
3.94,1,2.0681559423362077,2.5,5.338860246153877
3.95,1,2.818377721827967,2.5,6.094927749315367
3.96,1,1.4910844553230078,2.5,4.773474241958567
3.97,1,2.071835007894877,2.5,5.360058595242927
3.98,1,1.2781622098789183,2.5,4.572213645583498
3.99,1,1.896559174755812,2.5,5.196432512534452
4.0,1,2.0997827029164498,2.5,5.40547200255398
4.01,1,2.2941890873443,2.5,5.60568841468661
4.02,1,2.9286039777826147,2.5,6.245907404730515
4.03,1,2.1456532793554524,2.5,5.468754883858452
4.04,1,2.6942830227978134,2.5,6.0231768888479635
4.05,1,1.3509862810907125,2.5,4.685666498716423
4.06,1,2.123765458209375,2.5,5.464226123469236
4.07,1,1.3074805385180586,2.5,4.653715753494708
4.08,1,2.278835293558665,2.5,5.630839166352626
4.09,1,2.1972820211509303,2.5,5.55504866587446
4.1,1,2.5972998699164234,2.5,5.960823406687393
4.11,1,2.7362397851448566,2.5,6.105514340080586
4.12,1,2.0553092800264734,2.5,5.430328985237633
4.13,1,2.3898546600156476,2.5,5.770613653600147
4.14,1,1.2457014647276627,2.5,4.6321938907644835
4.15,1,2.2068866786748123,2.5,5.5991066872179625
4.16,1,1.4545181566548029,2.5,4.852459903727173
4.17,1,2.7144571022617976,2.5,6.118114749849117
4.18,1,2.3458687403380702,2.5,5.755236456382761
4.19,1,2.8847239059330194,2.5,6.29979586432816
4.2,1,2.5605792052441907,2.5,5.981349585827411
4.21,1,2.051568950100362,2.5,5.478031938647803
4.22,1,2.1543623210208187,2.5,5.586512109241039
4.23,1,1.308925580842595,2.5,4.746756366370535
4.24,1,2.3582080693184264,2.5,5.801714055709366
4.25,1,1.7403621063882202,2.5,5.18953750311172
4.26,1,3.0523761729462655,2.5,6.507215195380145
4.27,1,2.3359775547734523,2.5,5.796474424197733
4.28,1,2.904060096145851,2.5,6.3702090397367614
4.29,1,2.1259207286969,2.5,5.5977159795208395
4.3,1,1.9543735399233144,2.5,5.431809336930835
4.31,1,1.9296391169285938,2.5,5.412709704948424
4.32,1,1.5328853673607017,2.5,5.021584997093732
4.33,1,2.5377902304476656,2.5,6.0321131584609455
4.34,1,1.9838246560464858,2.5,5.4837651447672355
4.35,1,3.2047237034960516,2.5,6.710276021205711
4.36,1,2.218630257529908,2.5,5.729788678358128
4.37,1,2.814099788152049,2.5,6.330858592070738
4.38,1,1.719294645323913,2.5,5.2416481181412635
4.39,1,1.927947063521232,2.5,5.455889496875793
4.4,1,1.7853064222490904,2.5,5.318832113603792
4.41,1,1.8666363005136812,2.5,5.405739553149892
4.42,1,2.673645048372363,2.5,6.2183201713839535
4.43,1,2.251703193082031,2.5,5.801944501369451
4.44,1,3.2155569999012514,2.5,6.771358814165601
4.45,1,2.040510292194413,2.5,5.601866938931523
4.46,1,2.636630264910124,2.5,6.203536076404644
4.47,1,1.43090935631365,2.5,5.00335867063312
4.48,1,2.0354877393588175,2.5,5.613474900347807
4.49,1,1.744445906366157,2.5,5.327965263640338
4.5,1,2.251281636137633,2.5,5.840327545077893
4.51,1,2.7371571176298097,2.5,6.331723939376389
4.52,1,2.442590828638723,2.5,6.042672930085323
4.53,1,3.0509505792524334,2.5,6.656542333040334
4.54,1,1.8518721725363874,2.5,5.462967957048617
4.55,1,2.488687967972526,2.5,6.105282167327966
4.56,1,1.3340267523428808,2.5,4.956113756390421
4.57,1,2.288958093931145,2.5,5.916532298243865
4.58,1,1.9091250102186033,2.5,5.542180816087893
4.59,1,2.734772403388573,2.5,6.3733042178183235
4.6,1,2.798808476726041,2.5,6.442810712426792
4.61,1,2.6471081265008727,2.5,6.296575201884023
4.62,1,2.8185871734836896,2.5,6.473513512655649
4.63,1,1.7164764298068425,2.5,5.376856462563222
4.64,1,2.3463783370849853,2.5,6.012206498904825
4.65,1,1.3372451810987689,2.5,5.0085159131387185
4.66,1,2.583259225003193,2.5,6.259966974091692
4.67,1,2.0436683871196495,2.5,5.7258076057511795
4.68,1,3.006674229521771,2.5,6.694239375851062
4.69,1,2.6181446016378427,2.5,6.311130139474082
4.7,1,2.5690421350487975,2.5,6.267442533849878
4.71,1,2.374420197479122,2.5,6.078229932345872
4.72,1,1.6261252034201505,2.5,5.3353387550905715
4.73,1,2.2351762799767467,2.5,5.949788134820277
4.74,1,1.4985912793484726,2.5,5.218595929360232
4.75,1,2.8187965814846323,2.5,6.544188524279672
4.76,1,2.176517827678456,2.5,5.907291566486036
4.77,1,3.2381910296053427,2.5,6.974341073263193
4.78,1,2.4543892054941865,2.5,6.195910068442807
4.79,1,2.5939162005395424,2.5,6.340802402816462
4.8,1,2.056746968065795,2.5,5.808993035299876
4.81,1,1.7061959561891538,2.5,5.463796419594864
4.82,1,2.2475668840630108,2.5,6.010516280434761
4.83,1,1.8533143544703823,2.5,5.621607226176803
4.84,1,3.1013617593878653,2.5,6.874992654366115
4.85,1,2.367394880943339,2.5,6.146358352693449
4.86,1,3.3494009466995065,2.5,7.1336915542786965
4.87,1,2.2090804392371592,2.5,5.998692747254159
4.88,1,2.5135864098872864,2.5,6.308514988496667
4.89,1,1.7659579814478497,2.5,5.566197406344379
4.9,1,1.8975783952315903,2.5,5.70312324764457
4.91,1,2.3115039792181173,2.5,6.122348845905737
4.92,1,2.24320344788229,2.5,6.059342921126001
4.93,1,3.245208772303533,2.5,7.066637449902383
4.94,1,2.419368534042028,2.5,6.246081019307058
4.95,1,3.2146678439191794,2.5,7.046658745667799
4.96,1,1.8748008843036756,2.5,5.712064816854015
4.97,1,2.4181450139181218,2.5,6.260676597083451
4.98,1,1.6095386335008515,2.5,5.4573324925839515
4.99,1,2.2065350144825033,2.5,6.059585780270104
5.0,1,2.3946358198944795,0.0,6.2529381286516
5.01,1,2.6128159548294843,0.0,6.427225281627234
5.02,1,3.2064217307190854,0.0,6.978600117185596
5.03,1,2.3705172491675084,0.0,6.102047737438848
5.04,1,2.918721528661469,0.0,6.611111937045148
5.05,1,1.5958697286140824,0.0,5.2505562467790625
5.06,1,2.418520644390371,0.0,6.03687125671014
5.07,1,1.625659360206246,0.0,5.208977105469076
5.08,1,2.6252287588859,0.0,6.174754834193819
5.09,1,2.555727715939203,0.0,6.072644432243322
5.1,1,2.965044202023779,0.0,6.45047779838772
5.11,1,3.1093122933464503,0.0,6.564335616690499
5.12,1,2.3782808614181596,0.0,5.80391591817409
